Date,Temperature
16/12/2044,14.150665
16/01/2045,14.047405
15/02/2045,13.720024
16/03/2045,13.587873
16/04/2045,13.582904
16/05/2045,13.582493
16/06/2045,13.576036
16/07/2045,13.580725
16/08/2045,13.592388
16/09/2045,13.6090145
16/10/2045,13.630237
16/11/2045,13.661974
16/12/2045,13.58851
16/01/2046,13.453125
15/02/2046,13.23979
16/03/2046,13.166368
16/04/2046,13.130774
16/05/2046,13.122671
16/06/2046,13.136116
16/07/2046,13.151447
16/08/2046,13.180595
16/09/2046,13.209753
16/10/2046,13.24916
16/11/2046,13.280469
16/12/2046,13.341367
16/01/2047,13.261255
15/02/2047,13.151869
16/03/2047,13.078518
16/04/2047,13.0600195
16/05/2047,13.054519
16/06/2047,13.061987
16/07/2047,13.077375
16/08/2047,13.106089
16/09/2047,13.144154
16/10/2047,13.18793
16/11/2047,13.234459
16/12/2047,13.290203
16/01/2048,13.27823
15/02/2048,13.211781
16/03/2048,13.072328
16/04/2048,12.939876
16/05/2048,12.940247
16/06/2048,12.970791
16/07/2048,12.99803
16/08/2048,13.030826
16/09/2048,13.065439
16/10/2048,13.096902
16/11/2048,13.15292
16/12/2048,13.203933
16/01/2049,13.246106
15/02/2049,13.225342
16/03/2049,13.204482
16/04/2049,13.203433
16/05/2049,13.216994
16/06/2049,13.252717
16/07/2049,13.294897
16/08/2049,13.344383
16/09/2049,13.400609
16/10/2049,13.464114
16/11/2049,13.528491
16/12/2049,13.573645
16/01/2050,13.556641
15/02/2050,13.336452
16/03/2050,13.255061
16/04/2050,13.282923
16/05/2050,13.318154
16/06/2050,13.356719
16/07/2050,13.395714
16/08/2050,13.445095
16/09/2050,13.490989
16/10/2050,13.529275
16/11/2050,13.55063
16/12/2050,13.606093
16/01/2051,13.6133
15/02/2051,13.436317
16/03/2051,13.339712
16/04/2051,13.295056
16/05/2051,13.300643
16/06/2051,13.33271
16/07/2051,13.376709
16/08/2051,13.419781
16/09/2051,13.459825
16/10/2051,13.491921
16/11/2051,13.524095
16/12/2051,13.5507765
16/01/2052,13.320931
15/02/2052,13.13456
16/03/2052,13.06302
16/04/2052,13.014819
16/05/2052,13.028103
16/06/2052,13.038994
16/07/2052,13.059192
16/08/2052,13.091444
16/09/2052,13.134038
16/10/2052,13.182578
16/11/2052,13.231472
16/12/2052,13.275342
16/01/2053,13.280276
15/02/2053,13.114934
16/03/2053,13.070298
16/04/2053,13.05979
16/05/2053,13.101326
16/06/2053,13.148901
16/07/2053,13.190608
16/08/2053,13.233872
16/09/2053,13.286413
16/10/2053,13.330214
16/11/2053,13.376928
16/12/2053,13.437031
16/01/2054,13.360408
15/02/2054,13.150657
16/03/2054,12.974734
16/04/2054,12.879949
16/05/2054,12.888008
16/06/2054,12.928725
16/07/2054,12.982164
16/08/2054,13.050418
16/09/2054,13.124482
16/10/2054,13.214685
16/11/2054,13.327388
16/12/2054,13.455465
16/01/2055,13.572759
15/02/2055,13.5504675
16/03/2055,13.400457
16/04/2055,13.384992
16/05/2055,13.386183
16/06/2055,13.414236
16/07/2055,13.455671
16/08/2055,13.514907
16/09/2055,13.576403
16/10/2055,13.647056
16/11/2055,13.720329
16/12/2055,13.769722
16/01/2056,13.7124605
15/02/2056,13.664242
16/03/2056,13.652862
16/04/2056,13.676135
16/05/2056,13.715659
16/06/2056,13.743352
16/07/2056,13.788378
16/08/2056,13.841875
16/09/2056,13.876346
16/10/2056,13.913342
16/11/2056,13.971014
16/12/2056,14.016602
16/01/2057,13.984976
15/02/2057,13.83472
16/03/2057,13.720013
16/04/2057,13.715141
16/05/2057,13.721257
16/06/2057,13.729168
16/07/2057,13.756538
16/08/2057,13.8038645
16/09/2057,13.854667
16/10/2057,13.9148245
16/11/2057,14.008801
16/12/2057,14.117183
16/01/2058,14.148511
15/02/2058,13.903582
16/03/2058,13.784655
16/04/2058,13.771684
16/05/2058,13.80804
16/06/2058,13.85137
16/07/2058,13.890974
16/08/2058,13.925296
16/09/2058,13.973383
16/10/2058,14.020965
16/11/2058,14.057089
16/12/2058,14.144653
16/01/2059,14.117305
15/02/2059,13.875949
16/03/2059,13.730756
16/04/2059,13.7228565
16/05/2059,13.747841
16/06/2059,13.767442
16/07/2059,13.794391
16/08/2059,13.819284
16/09/2059,13.836989
16/10/2059,13.868229
16/11/2059,13.924744
16/12/2059,14.016932
16/01/2060,14.010645
15/02/2060,13.81845
16/03/2060,13.694668
16/04/2060,13.639431
16/05/2060,13.660498
16/06/2060,13.673284
16/07/2060,13.712417
16/08/2060,13.760293
16/09/2060,13.817678
16/10/2060,13.872739
16/11/2060,13.925776
16/12/2060,13.951136
16/01/2061,13.903258
15/02/2061,13.768916
16/03/2061,13.681984
16/04/2061,13.679218
16/05/2061,13.71774
16/06/2061,13.746223
16/07/2061,13.770466
16/08/2061,13.808529
16/09/2061,13.850506
16/10/2061,13.896354
16/11/2061,13.963132
16/12/2061,14.008142
16/01/2062,13.917905
15/02/2062,13.738865
16/03/2062,13.641929
16/04/2062,13.671235
16/05/2062,13.688581
16/06/2062,13.708811
16/07/2062,13.742088
16/08/2062,13.797513
16/09/2062,13.868511
16/10/2062,13.941639
16/11/2062,14.020051
16/12/2062,14.11218
16/01/2063,14.098771
15/02/2063,13.911491
16/03/2063,13.814764
16/04/2063,13.852669
16/05/2063,13.91887
16/06/2063,13.9738865
16/07/2063,14.022165
16/08/2063,14.081064
16/09/2063,14.154101
16/10/2063,14.257481
16/11/2063,14.342776
16/12/2063,14.436118
16/01/2064,14.429456
15/02/2064,14.288535
16/03/2064,14.228973
16/04/2064,14.180153
16/05/2064,14.196041
16/06/2064,14.226831
16/07/2064,14.282001
16/08/2064,14.332485
16/09/2064,14.389392
16/10/2064,14.441684
16/11/2064,14.500901
16/12/2064,14.578606
16/01/2065,14.468152
15/02/2065,14.289362
16/03/2065,14.153001
16/04/2065,14.102425
16/05/2065,14.092019
16/06/2065,14.089102
16/07/2065,14.105633
16/08/2065,14.140163
16/09/2065,14.175381
16/10/2065,14.206501
16/11/2065,14.2619505
16/12/2065,14.307961
16/01/2066,14.228247
15/02/2066,14.110481
16/03/2066,13.938929
16/04/2066,13.893917
16/05/2066,13.901303
16/06/2066,13.912263
16/07/2066,13.918
16/08/2066,13.927298
16/09/2066,13.929174
16/10/2066,13.931326
16/11/2066,13.936516
16/12/2066,13.919277
16/01/2067,13.910265
15/02/2067,13.712616
16/03/2067,13.513638
16/04/2067,13.471266
16/05/2067,13.4425535
16/06/2067,13.44896
16/07/2067,13.458163
16/08/2067,13.4769535
16/09/2067,13.501814
16/10/2067,13.531926
16/11/2067,13.57613
16/12/2067,13.591528
16/01/2068,13.5487
15/02/2068,13.375331
16/03/2068,13.291823
16/04/2068,13.2373495
16/05/2068,13.254373
16/06/2068,13.282622
16/07/2068,13.316126
16/08/2068,13.356243
16/09/2068,13.407239
16/10/2068,13.461318
16/11/2068,13.519262
16/12/2068,13.589483
16/01/2069,13.531629
15/02/2069,13.352774
16/03/2069,13.304096
16/04/2069,13.209121
16/05/2069,13.2161255
16/06/2069,13.222282
16/07/2069,13.233057
16/08/2069,13.2528515
16/09/2069,13.275456
16/10/2069,13.2953615
16/11/2069,13.323789
16/12/2069,13.329371
16/01/2070,13.184658
15/02/2070,13.094692
16/03/2070,13.038841
16/04/2070,13.039079
16/05/2070,13.042111
16/06/2070,13.057011
16/07/2070,13.068082
16/08/2070,13.092573
16/09/2070,13.122571
16/10/2070,13.157368
16/11/2070,13.181766
16/12/2070,13.217651
16/01/2071,13.235832
15/02/2071,13.155952
16/03/2071,13.119289
16/04/2071,13.111744
16/05/2071,13.111529
16/06/2071,13.120527
16/07/2071,13.14031
16/08/2071,13.171628
16/09/2071,13.210086
16/10/2071,13.250016
16/11/2071,13.300054
16/12/2071,13.370823
16/01/2072,13.416631
15/02/2072,13.34072
16/03/2072,13.255721
16/04/2072,13.223039
16/05/2072,13.230037
16/06/2072,13.238177
16/07/2072,13.252732
16/08/2072,13.283719
16/09/2072,13.329104
16/10/2072,13.390744
16/11/2072,13.438015
16/12/2072,13.469407
16/01/2073,13.367602
15/02/2073,13.229877
16/03/2073,13.214748
16/04/2073,13.233155
16/05/2073,13.25347
16/06/2073,13.282662
16/07/2073,13.310918
16/08/2073,13.339967
16/09/2073,13.380776
16/10/2073,13.426221
16/11/2073,13.464339
16/12/2073,13.503831
16/01/2074,13.407637
15/02/2074,13.245344
16/03/2074,13.205171
16/04/2074,13.218031
16/05/2074,13.243181
16/06/2074,13.271092
16/07/2074,13.31743
16/08/2074,13.375209
16/09/2074,13.430376
16/10/2074,13.47832
16/11/2074,13.545484
16/12/2074,13.612328
16/01/2075,13.621055
15/02/2075,13.3599825
16/03/2075,13.260573
16/04/2075,13.216565
16/05/2075,13.211191
16/06/2075,13.222298
16/07/2075,13.238522
16/08/2075,13.260481
16/09/2075,13.288052
16/10/2075,13.327701
16/11/2075,13.376553
16/12/2075,13.434932
16/01/2076,13.450481
15/02/2076,13.261501
16/03/2076,13.213151
16/04/2076,13.162663
16/05/2076,13.172207
16/06/2076,13.18479
16/07/2076,13.195857
16/08/2076,13.223932
16/09/2076,13.262588
16/10/2076,13.3008375
16/11/2076,13.325613
16/12/2076,13.395886
16/01/2077,13.448796
15/02/2077,13.437758
16/03/2077,13.427169
16/04/2077,13.439167
16/05/2077,13.46436
16/06/2077,13.499127
16/07/2077,13.541909
16/08/2077,13.593845
16/09/2077,13.656018
16/10/2077,13.71811
16/11/2077,13.79063
16/12/2077,13.83947
16/01/2078,13.862133
15/02/2078,13.773415
16/03/2078,13.737924
16/04/2078,13.756074
16/05/2078,13.787219
16/06/2078,13.834746
16/07/2078,13.899584
16/08/2078,13.971101
16/09/2078,14.02479
16/10/2078,14.065549
16/11/2078,14.121502
16/12/2078,14.191519
16/01/2079,14.050495
15/02/2079,13.965503
16/03/2079,13.940588
16/04/2079,13.985675
16/05/2079,14.043623
16/06/2079,14.096949
16/07/2079,14.139504
16/08/2079,14.187028
16/09/2079,14.249032
16/10/2079,14.314418
16/11/2079,14.376373
16/12/2079,14.436362
16/01/2080,14.281465
15/02/2080,14.126226
16/03/2080,14.031164
16/04/2080,14.010608
16/05/2080,14.025652
16/06/2080,14.038753
16/07/2080,14.054741
16/08/2080,14.0796995
16/09/2080,14.106798
16/10/2080,14.145979
16/11/2080,14.200641
16/12/2080,14.203266
16/01/2081,14.07412
15/02/2081,13.859824
16/03/2081,13.721328
16/04/2081,13.632464
16/05/2081,13.579196
16/06/2081,13.604746
16/07/2081,13.610462
16/08/2081,13.631911
16/09/2081,13.675933
16/10/2081,13.723957
16/11/2081,13.78464
16/12/2081,13.857804
16/01/2082,13.803937
15/02/2082,13.658923
16/03/2082,13.551114
16/04/2082,13.554436
16/05/2082,13.570965
16/06/2082,13.586262
16/07/2082,13.61243
16/08/2082,13.65127
16/09/2082,13.698012
16/10/2082,13.753216
16/11/2082,13.8193
16/12/2082,13.892234
16/01/2083,13.878315
15/02/2083,13.744702
16/03/2083,13.600049
16/04/2083,13.60118
16/05/2083,13.605039
16/06/2083,13.6360445
16/07/2083,13.664789
16/08/2083,13.7040825
16/09/2083,13.743689
16/10/2083,13.794018
16/11/2083,13.834355
16/12/2083,13.888383
16/01/2084,13.938677
15/02/2084,13.9170265
16/03/2084,13.837642
16/04/2084,13.762971
16/05/2084,13.774722
16/06/2084,13.787454
16/07/2084,13.799014
16/08/2084,13.811074
16/09/2084,13.818799
16/10/2084,13.832031
16/11/2084,13.858923
16/12/2084,13.845933
16/01/2085,13.649629
15/02/2085,13.388545
16/03/2085,13.263423
16/04/2085,13.1449
16/05/2085,13.136854
16/06/2085,13.151124
16/07/2085,13.156356
16/08/2085,13.156694
16/09/2085,13.1682205
16/10/2085,13.190308
16/11/2085,13.224186
16/12/2085,13.281563
16/01/2086,13.1672535
15/02/2086,13.024616
16/03/2086,12.9586935
16/04/2086,12.917339
16/05/2086,12.886331
16/06/2086,12.901514
16/07/2086,12.927485
16/08/2086,12.966297
16/09/2086,13.023724
16/10/2086,13.09082
16/11/2086,13.157629
16/12/2086,13.243675
16/01/2087,13.252613
15/02/2087,13.167817
16/03/2087,13.126448
16/04/2087,13.113162
16/05/2087,13.139827
16/06/2087,13.170919
16/07/2087,13.205397
16/08/2087,13.247436
16/09/2087,13.291321
16/10/2087,13.357261
16/11/2087,13.435268
16/12/2087,13.536992
16/01/2088,13.683606
15/02/2088,13.736699
16/03/2088,13.672132
16/04/2088,13.668989
16/05/2088,13.697186
16/06/2088,13.727137
16/07/2088,13.769312
16/08/2088,13.828266
16/09/2088,13.909392
16/10/2088,13.997607
16/11/2088,14.092195
16/12/2088,14.229212
16/01/2089,14.358778
15/02/2089,14.279654
16/03/2089,14.136234
16/04/2089,14.01256
16/05/2089,13.997732
16/06/2089,14.016609
16/07/2089,14.04594
16/08/2089,14.085679
16/09/2089,14.118945
16/10/2089,14.152034
16/11/2089,14.184409
16/12/2089,14.216338
16/01/2090,14.065274
15/02/2090,13.856553
16/03/2090,13.803381
16/04/2090,13.790693
16/05/2090,13.837135
16/06/2090,13.877734
16/07/2090,13.909698
16/08/2090,13.945782
16/09/2090,13.981978
16/10/2090,14.015486
16/11/2090,14.069369
16/12/2090,14.130671
16/01/2091,14.094836
15/02/2091,13.913968
16/03/2091,13.813432
16/04/2091,13.728451
16/05/2091,13.725844
16/06/2091,13.732776
16/07/2091,13.751025
16/08/2091,13.777701
16/09/2091,13.812913
16/10/2091,13.847451
16/11/2091,13.862138
16/12/2091,13.903258
16/01/2092,13.902793
15/02/2092,13.808727
16/03/2092,13.666928
16/04/2092,13.62947
16/05/2092,13.564048
16/06/2092,13.545437
16/07/2092,13.539844
16/08/2092,13.532973
16/09/2092,13.5293455
16/10/2092,13.540158
16/11/2092,13.565373
16/12/2092,13.587719
16/01/2093,13.576351
15/02/2093,13.521621
16/03/2093,13.492112
16/04/2093,13.475473
16/05/2093,13.475342
16/06/2093,13.498477
16/07/2093,13.530771
16/08/2093,13.574177
16/09/2093,13.614995
16/10/2093,13.650651
16/11/2093,13.704002
16/12/2093,13.736354
16/01/2094,13.721096
15/02/2094,13.671414
16/03/2094,13.635497
16/04/2094,13.56033
16/05/2094,13.564489
16/06/2094,13.5998535
16/07/2094,13.638553
16/08/2094,13.679378
16/09/2094,13.726463
16/10/2094,13.77609
16/11/2094,13.848237
16/12/2094,13.916925
16/01/2095,13.931485
15/02/2095,13.928524
16/03/2095,13.910238
16/04/2095,13.830884
16/05/2095,13.829363
16/06/2095,13.848911
16/07/2095,13.86686
16/08/2095,13.884726
16/09/2095,13.899021
16/10/2095,13.922138
16/11/2095,13.964599
16/12/2095,14.014683
16/01/2096,13.842385
15/02/2096,13.676631
16/03/2096,13.58167
16/04/2096,13.538233
16/05/2096,13.540498
16/06/2096,13.551558
16/07/2096,13.573586
16/08/2096,13.608625
16/09/2096,13.657083
16/10/2096,13.710907
16/11/2096,13.760083
16/12/2096,13.88198
16/01/2097,13.997239
15/02/2097,14.008986
16/03/2097,13.985
16/04/2097,13.9973
16/05/2097,14.031333
16/06/2097,14.074563
16/07/2097,14.114717
16/08/2097,14.156194
16/09/2097,14.197958
16/10/2097,14.220346
16/11/2097,14.2440605
16/12/2097,14.252241
16/01/2098,14.030083
15/02/2098,13.868628
16/03/2098,13.777491
16/04/2098,13.770117
16/05/2098,13.785627
16/06/2098,13.812504
16/07/2098,13.84291
16/08/2098,13.886409
16/09/2098,13.9315605
16/10/2098,13.9846945
16/11/2098,14.048505
16/12/2098,14.120344
16/01/2099,14.098518
15/02/2099,13.899478
16/03/2099,13.756287
16/04/2099,13.727289
16/05/2099,13.742424
16/06/2099,13.758953
16/07/2099,13.775945
16/08/2099,13.799866
16/09/2099,13.832551
16/10/2099,13.861938
16/11/2099,13.889368
16/12/2099,13.883323
16/01/2100,13.7593355
15/02/2100,13.59505
16/03/2100,13.479711
16/04/2100,13.3320675
16/05/2100,13.318572
16/06/2100,13.3339815
16/07/2100,13.334241
16/08/2100,13.343069
16/09/2100,13.364734
16/10/2100,13.393855
16/11/2100,13.431924
16/12/2100,13.503164
