Date,Salinity
15/02/2065,35.96659
16/03/2065,35.969994
16/04/2065,35.970604
16/05/2065,35.968327
16/06/2065,35.964836
16/07/2065,35.964817
16/08/2065,35.965572
16/09/2065,35.96647
16/10/2065,35.968964
16/11/2065,35.972713
16/12/2065,35.977036
16/01/2066,35.93471
15/02/2066,35.897762
16/03/2066,35.890247
16/04/2066,35.897076
16/05/2066,35.906796
16/06/2066,35.91425
16/07/2066,35.92156
16/08/2066,35.930874
16/09/2066,35.942085
16/10/2066,35.953808
16/11/2066,35.964203
16/12/2066,35.966873
16/01/2067,35.951492
15/02/2067,35.916275
16/03/2067,35.913208
16/04/2067,35.9148
16/05/2067,35.91404
16/06/2067,35.919556
16/07/2067,35.926193
16/08/2067,35.936085
16/09/2067,35.94783
16/10/2067,35.95742
16/11/2067,35.96681
16/12/2067,35.97441
16/01/2068,35.966694
15/02/2068,35.936924
16/03/2068,35.920055
16/04/2068,35.920864
16/05/2068,35.92712
16/06/2068,35.933704
16/07/2068,35.93895
16/08/2068,35.944252
16/09/2068,35.95171
16/10/2068,35.958546
16/11/2068,35.95901
16/12/2068,35.935043
16/01/2069,35.89647
15/02/2069,35.881382
16/03/2069,35.8663
16/04/2069,35.863976
16/05/2069,35.865482
16/06/2069,35.867035
16/07/2069,35.868908
16/08/2069,35.871315
16/09/2069,35.874924
16/10/2069,35.87784
16/11/2069,35.8822
16/12/2069,35.885426
16/01/2070,35.884083
15/02/2070,35.87344
16/03/2070,35.861988
16/04/2070,35.863358
16/05/2070,35.864456
16/06/2070,35.8629
16/07/2070,35.863155
16/08/2070,35.867973
16/09/2070,35.87477
16/10/2070,35.88151
16/11/2070,35.889423
16/12/2070,35.895706
16/01/2071,35.855972
15/02/2071,35.826576
16/03/2071,35.848797
16/04/2071,35.854713
16/05/2071,35.85739
16/06/2071,35.8653
16/07/2071,35.873516
16/08/2071,35.88394
16/09/2071,35.893085
16/10/2071,35.900166
16/11/2071,35.907135
16/12/2071,35.905945
16/01/2072,35.881382
15/02/2072,35.86523
16/03/2072,35.87543
16/04/2072,35.875027
16/05/2072,35.877426
16/06/2072,35.886192
16/07/2072,35.897953
16/08/2072,35.912025
16/09/2072,35.9266
16/10/2072,35.941208
16/11/2072,35.95674
16/12/2072,35.967453
16/01/2073,35.95351
15/02/2073,35.945534
16/03/2073,35.95262
16/04/2073,35.964893
16/05/2073,35.973732
16/06/2073,35.983677
16/07/2073,35.995384
16/08/2073,36.00893
16/09/2073,36.021477
16/10/2073,36.03116
16/11/2073,36.043114
16/12/2073,36.021263
16/01/2074,35.976063
15/02/2074,35.98383
16/03/2074,35.985264
16/04/2074,35.980175
16/05/2074,35.983974
16/06/2074,35.987206
16/07/2074,35.99491
16/08/2074,36.004845
16/09/2074,36.01516
16/10/2074,36.02394
16/11/2074,36.030903
16/12/2074,36.017845
16/01/2075,35.998783
15/02/2075,35.988495
16/03/2075,35.997807
16/04/2075,36.00542
16/05/2075,36.003315
16/06/2075,36.00484
16/07/2075,36.00957
16/08/2075,36.01432
16/09/2075,36.02045
16/10/2075,36.03026
16/11/2075,36.039433
16/12/2075,36.031994
16/01/2076,36.002266
15/02/2076,35.996998
16/03/2076,36.010303
16/04/2076,36.018864
16/05/2076,36.019386
16/06/2076,36.017582
16/07/2076,36.015984
16/08/2076,36.017338
16/09/2076,36.019943
16/10/2076,36.024097
16/11/2076,36.031372
16/12/2076,36.033276
16/01/2077,36.01172
15/02/2077,35.99257
